condition,batch,population,pid,round,puzzle,ai,transfer,form,variant,consented_at,pretask_at,prompt_rule,prompt_mean_score,prompt_passed,carryover,reached_demographics,effort_median,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
intervention_johnny,intervention_johnny,non-adopters,p606,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T01:24:36.693945+00:00,2026-08-20T01:38:09.952157+00:00,mean,3.0,True,False,True,,3,31.0,some_college,few_times_month,False,3,5,manual,3,2,3,2,2,2,True,38,12.7,14,True,22,42,-20.0,False,b7 c8 b6!,1,False,0,,,,,,,,
intervention_johnny,intervention_johnny,non-adopters,p643,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T01:23:17.144835+00:00,2026-08-20T01:25:45.877146+00:00,mean,2.333,True,False,True,,2,26.0,bachelors,less_than_monthly,False,1,5,manual,6,6,3,3,6,3,True,0,0.0,146,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,0,,,,,,,,
intervention_johnny,intervention_johnny,non-adopters,p690,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T20:30:58.305481+00:00,2026-08-20T20:38:09.589937+00:00,mean,2.333,True,False,True,,dont_know,21.0,hs_graduate,daily,False,1,5,manual,4,2,3,2,1,1,True,36,9.0,17,True,23,41,-18.0,False,b7 g2! c8 b6!,1,False,0,,,,,,,,
intervention_johnny,intervention_johnny,non-adopters,p765,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T01:09:54.816754+00:00,2026-08-20T01:14:34.914153+00:00,mean,2.667,True,False,True,,1,30.0,associate,never,False,1,5,manual,4,3,3,3,3,3,True,36,9.0,214,True,23,41,-18.0,False,b7 c8 a7 g2!,1,False,0,,,,,,,,
intervention_johnny,intervention_johnny,non-adopters,p814,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T01:17:11.939392+00:00,2026-08-20T01:20:35.494596+00:00,mean,1.667,True,False,True,,dont_know,44.0,postgrad,several_times_day,False,1,2,timeout,4,0,3,0,0,0,False,54,13.5,16,True,14,50,-36.0,False,g2! c8! b6! b8!,1,False,0,,,,,,,,
intervention_johnny,intervention_johnny,non-adopters,p88,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-20T20:29:13.081686+00:00,2026-08-20T20:34:29.250186+00:00,mean,1.667,True,False,True,,dont_know,65.0,some_college,weekly,False,3,5,manual,6,6,3,3,6,3,True,0,0.0,240,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,0,,,,,,,,
intervention_johnny,3arm_johnny,non-adopters,p109,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:16:19.073016+00:00,2026-08-21T13:20:15.779724+00:00,mean,3.0,True,False,True,,1,46.0,bachelors,daily,False,1,9,manual,6,6,3,3,6,3,True,0,0.0,78,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,2,1.0,5.0,0.2,0.0,0.0,1.0,46.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p109,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:16:19.073016+00:00,2026-08-21T13:20:15.779724+00:00,mean,3.0,True,False,True,,1,46.0,bachelors,daily,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,4,True,26,38,-12.0,False,g2! h2!,1,False,2,1.0,5.0,0.2,0.0,0.0,1.0,46.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p109,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:16:19.073016+00:00,2026-08-21T13:20:15.779724+00:00,mean,3.0,True,False,True,,1,46.0,bachelors,daily,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,13,True,23,41,-18.0,False,b2 g7! h8!,1,False,2,1.0,5.0,0.2,0.0,0.0,1.0,46.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p176,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T13:02:41.972407+00:00,2026-08-21T13:05:35.934903+00:00,mean,1.667,True,False,True,,dont_know,27.0,associate,few_times_week,False,1,5,manual,3,1,3,1,0,0,False,38,12.7,85,True,22,42,-20.0,False,g2! b6 b8!,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,28.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p176,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T13:02:41.972407+00:00,2026-08-21T13:05:35.934903+00:00,mean,1.667,True,False,True,,dont_know,27.0,associate,few_times_week,False,1,0,manual,2,1,2,1,1,1,True,14,7.0,3,True,31,33,-2.0,False,g7 h2!,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,28.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p176,R3,bg20260726,False,True,johnny_connect_four_boost,,2026-08-21T13:02:41.972407+00:00,2026-08-21T13:05:35.934903+00:00,mean,1.667,True,False,True,,dont_know,27.0,associate,few_times_week,False,1,0,manual,3,2,3,2,1,1,True,14,4.7,7,True,27,37,-10.0,False,b2 g7! h7,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,28.0,Solvers
intervention_johnny,3arm_johnny,non-adopters,p298,R1,oc20260727,True,False,johnny_connect_four_boost,,2026-08-21T12:31:27.499828+00:00,2026-08-21T12:37:07.322907+00:00,mean,3.0,True,False,True,,1,34.0,hs_graduate,less_than_monthly,False,1,5,manual,6,6,3,3,6,3,True,0,0.0,246,True,41,23,18.0,True,b7 c8 a7 a3 a1 h1,1,True,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
intervention_johnny,3arm_johnny,non-adopters,p298,R2,b220260706,False,True,johnny_connect_four_boost,,2026-08-21T12:31:27.499828+00:00,2026-08-21T12:37:07.322907+00:00,mean,3.0,True,False,True,,1,34.0,hs_graduate,less_than_monthly,False,1,0,manual,2,1,2,1,1,1,True,12,6.0,10,True,32,32,0.0,False,g7 g2!,1,False,2,1.0,4.0,0.25,0.0,0.0,1.0,34.0,Strugglers
