condition,batch,population,pid,round,puzzle,ai,transfer,form,variant,consented_at,pretask_at,prompt_rule,prompt_mean_score,prompt_passed,carryover,reached_demographics,effort_median,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
intervention_v2,intervention_v2,non-adopters,p132,R1,oc20260727,True,False,,v2_think_pair,2026-08-18T16:24:32.049051+00:00,2026-08-18T16:28:27.031909+00:00,mean,2.0,True,False,True,3.0,dont_know,37.0,associate,few_times_month,False,1,5,manual,4,2,3,1,0,0,False,34,8.5,154,True,24,40,-16.0,False,g2! b6 c8! a8,1,False,2,1.0,4.0,0.25,0.0,0.0,0.0,36.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p132,R2,b220260706,False,True,,v2_think_pair,2026-08-18T16:24:32.049051+00:00,2026-08-18T16:28:27.031909+00:00,mean,2.0,True,False,True,3.0,dont_know,37.0,associate,few_times_month,False,1,0,manual,2,1,2,1,0,0,False,14,7.0,5,True,31,33,-2.0,False,g1! g7,1,False,2,1.0,4.0,0.25,0.0,0.0,0.0,36.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p132,R3,bg20260726,False,True,,v2_think_pair,2026-08-18T16:24:32.049051+00:00,2026-08-18T16:28:27.031909+00:00,mean,2.0,True,False,True,3.0,dont_know,37.0,associate,few_times_month,False,1,0,manual,2,0,2,0,0,0,False,22,11.0,4,True,23,41,-18.0,False,g7! h7!,1,False,2,1.0,4.0,0.25,0.0,0.0,0.0,36.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p164,R1,oc20260727,True,False,,v2_think_pair,,2026-08-18T20:19:14.126719+00:00,mean,4.0,False,False,False,4.0,3,,,,True,3,5,manual,4,2,3,2,2,2,True,28,7.0,139,True,27,37,-10.0,False,b7 c8 g2! b6!,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,32.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p164,R2,b220260706,False,True,,v2_think_pair,,2026-08-18T20:19:14.126719+00:00,mean,4.0,False,False,False,4.0,3,,,,True,3,0,manual,2,1,2,1,0,0,False,16,8.0,6,True,30,34,-4.0,False,g2! g7,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,32.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p164,R3,bg20260726,False,True,,v2_think_pair,,2026-08-18T20:19:14.126719+00:00,mean,4.0,False,False,False,4.0,3,,,,True,3,0,manual,2,1,2,1,0,0,False,16,8.0,4,True,26,38,-12.0,False,g7! b2,1,False,2,2.0,4.0,0.5,0.0,0.0,0.0,32.0,Strugglers
intervention_v2,intervention_v2,non-adopters,p185,R1,oc20260727,True,False,,v2_think_pair,2026-08-18T17:46:17.265415+00:00,2026-08-18T17:50:26.372008+00:00,mean,1.667,True,False,True,3.0,2,39.0,bachelors,weekly,True,3,5,manual,4,2,3,2,1,1,True,42,10.5,28,True,20,44,-24.0,False,b7 b6! g2 c8!,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,26.0,Solvers
intervention_v2,intervention_v2,non-adopters,p185,R2,b220260706,False,True,,v2_think_pair,2026-08-18T17:46:17.265415+00:00,2026-08-18T17:50:26.372008+00:00,mean,1.667,True,False,True,3.0,2,39.0,bachelors,weekly,True,3,0,manual,2,1,2,1,1,1,True,12,6.0,3,True,32,32,0.0,False,g7 g2!,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,26.0,Solvers
intervention_v2,intervention_v2,non-adopters,p185,R3,bg20260726,False,True,,v2_think_pair,2026-08-18T17:46:17.265415+00:00,2026-08-18T17:50:26.372008+00:00,mean,1.667,True,False,True,3.0,2,39.0,bachelors,weekly,True,3,0,manual,3,2,3,2,1,1,True,14,4.7,6,True,27,37,-10.0,False,b2 g7! h7,1,False,2,3.0,5.0,0.6,0.0,0.0,2.0,26.0,Solvers
intervention_v2,intervention_v2,non-adopters,p197,R1,oc20260727,True,False,,v2_think_pair,2026-08-18T11:56:59.623087+00:00,2026-08-18T12:03:13.650449+00:00,mean,1.333,True,False,True,3.0,2,23.0,bachelors,weekly,False,3,5,manual,5,4,3,2,0,0,False,32,6.4,50,True,25,39,-14.0,False,b6! g2 b7 c8 a8,1,False,2,1.0,4.0,0.25,0.0,0.0,0.0,32.0,Strugglers
