pid,round,puzzle,ai,transfer,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
p197,R2,b220260706,False,True,2,23,bachelors,weekly,False,3,0,manual,2,0,2,0,0,0,False,24,12.0,3,True,26,38,-12,False,g2! h2!,1,False,2,1,4,0.25,0,0,0,32,Strugglers
p197,R3,bg20260726,False,True,2,23,bachelors,weekly,False,3,0,manual,2,1,2,1,0,0,False,8,4.0,10,True,30,34,-4,False,g8! g7,1,False,2,1,4,0.25,0,0,0,32,Strugglers
p140,R1,oc20260727,True,False,1,23,postgrad,about_monthly,False,3,5,manual,4,2,3,2,0,0,False,40,10.0,67,True,21,43,-22,False,g2! b6 b7 a7!,1,False,2,6,6,1.0,2,2,2,0,Solvers
p140,R2,b220260706,False,True,1,23,postgrad,about_monthly,False,3,0,manual,3,3,3,3,3,3,True,0,0.0,10,True,38,26,12,True,g7 h1 g2,1,True,2,6,6,1.0,2,2,2,0,Solvers
p140,R3,bg20260726,False,True,1,23,postgrad,about_monthly,False,3,0,manual,3,3,3,3,3,3,True,0,0.0,5,True,34,30,4,True,b2 g8 h7,1,True,2,6,6,1.0,2,2,2,0,Solvers
p684,R1,oc20260727,True,False,dont_know,31,bachelors,few_times_month,False,1,6,manual,6,6,3,3,6,3,True,0,0.0,57,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,5,6,0.833,1,1,2,14,Solvers
p684,R2,b220260706,False,True,dont_know,31,bachelors,few_times_month,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,7,True,38,26,12,True,g7 h1 g2,1,True,2,5,6,0.833,1,1,2,14,Solvers
p684,R3,bg20260726,False,True,dont_know,31,bachelors,few_times_month,False,1,0,manual,3,2,3,2,1,1,True,14,4.7,7,True,27,37,-10,False,b2 g7! h7,1,False,2,5,6,0.833,1,1,2,14,Solvers
p15,R1,oc20260727,True,False,dont_know,,,,False,1,0,,4,2,3,1,1,1,True,38,9.5,60,True,22,42,-20,False,b7 g2! b6! b8,1,False,0,,,,,,,,
p756,R1,oc20260727,True,False,1,33,bachelors,never,False,1,5,manual,3,2,3,2,1,1,True,38,12.7,5,True,22,42,-20,False,b7 b6! b8,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p756,R2,b220260706,False,True,1,33,bachelors,never,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,5,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p756,R3,bg20260726,False,True,1,33,bachelors,never,False,1,0,manual,2,0,2,0,0,0,False,26,13.0,2,True,21,43,-22,False,h7! g7!,1,False,2,1,4,0.25,0,0,0,42,Strugglers
p660,R1,oc20260727,True,False,1,64,some_postgrad,weekly,False,2,5,manual,4,3,3,3,3,3,True,36,9.0,71,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,5,6,0.833,1,1,2,10,Solvers
p660,R2,b220260706,False,True,1,64,some_postgrad,weekly,False,2,0,manual,3,3,3,3,3,3,True,0,0.0,11,True,38,26,12,True,g7 h1 g2,1,True,2,5,6,0.833,1,1,2,10,Solvers
p660,R3,bg20260726,False,True,1,64,some_postgrad,weekly,False,2,0,manual,3,2,3,2,1,1,True,10,3.3,11,True,29,35,-6,False,b2 h7! g8,1,False,2,5,6,0.833,1,1,2,10,Solvers
p103,R1,oc20260727,True,False,1,30,hs_graduate,few_times_month,False,1,5,manual,5,3,3,2,0,0,False,40,8.0,69,True,21,43,-22,False,g2! b6 b7 c8 a7!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p103,R2,b220260706,False,True,1,30,hs_graduate,few_times_month,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,21,True,30,34,-4,False,g2! g7,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p103,R3,bg20260726,False,True,1,30,hs_graduate,few_times_month,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,16,True,23,41,-18,False,b2 g7! h8!,1,False,2,2,5,0.4,0,0,1,38,Strugglers
p269,R1,oc20260727,True,False,2,,,,False,1,9,manual,5,4,3,3,3,3,True,22,4.4,138,True,30,34,-4,False,b7 c8 a7 a1! h1,1,False,2,5,6,0.833,1,1,2,14,Solvers
p269,R2,b220260706,False,True,2,,,,False,1,0,manual,3,2,3,2,2,2,True,14,4.7,9,True,31,33,-2,False,g7 h1 h2!,1,False,2,5,6,0.833,1,1,2,14,Solvers
p269,R3,bg20260726,False,True,2,,,,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,21,True,34,30,4,True,b2 g8 h7,1,True,2,5,6,0.833,1,1,2,14,Solvers
p185,R1,oc20260727,True,False,2,39,bachelors,weekly,True,3,5,manual,4,2,3,2,1,1,True,42,10.5,28,True,20,44,-24,False,b7 b6! g2 c8!,1,False,2,3,5,0.6,0,0,2,26,Solvers
p185,R2,b220260706,False,True,2,39,bachelors,weekly,True,3,0,manual,2,1,2,1,1,1,True,12,6.0,3,True,32,32,0,False,g7 g2!,1,False,2,3,5,0.6,0,0,2,26,Solvers
p185,R3,bg20260726,False,True,2,39,bachelors,weekly,True,3,0,manual,3,2,3,2,1,1,True,14,4.7,6,True,27,37,-10,False,b2 g7! h7,1,False,2,3,5,0.6,0,0,2,26,Solvers
p519,R1,oc20260727,True,False,2,,,,False,1,5,manual,4,0,3,0,0,0,False,54,13.5,117,True,14,50,-36,False,g2! c8! b6! b8!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p519,R2,b220260706,False,True,2,,,,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,5,True,26,38,-12,False,g2! h2!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p519,R3,bg20260726,False,True,2,,,,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,2,True,26,38,-12,False,h7! g8,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p343,R1,oc20260727,True,False,dont_know,70,less_than_hs,less_than_monthly,False,2,5,manual,4,2,3,2,1,1,True,36,9.0,35,True,23,41,-18,False,b7 g2! c8 b6!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p343,R2,b220260706,False,True,dont_know,70,less_than_hs,less_than_monthly,False,2,0,manual,3,2,3,2,2,2,True,14,4.7,9,True,31,33,-2,False,g7 h1 h2!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p343,R3,bg20260726,False,True,dont_know,70,less_than_hs,less_than_monthly,False,2,0,manual,3,1,3,1,1,1,True,22,7.3,7,True,23,41,-18,False,b2 g7! h8!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p261,R1,oc20260727,True,False,dont_know,,,,False,1,5,manual,6,5,3,3,6,3,True,16,2.7,191,True,33,31,2,True,b7 c8 a7 a3 a1 g2!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p261,R2,b220260706,False,True,dont_know,,,,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,7,True,26,38,-12,False,g2! h2!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p261,R3,bg20260726,False,True,dont_know,,,,False,1,0,manual,2,1,2,1,0,0,False,16,8.0,5,True,26,38,-12,False,h7! g8,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p69,R1,oc20260727,True,False,1,,,,False,4,5,manual,5,4,3,2,0,0,False,32,6.4,78,True,25,39,-14,False,g2! b7 b6 c8 a8,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p69,R2,b220260706,False,True,1,,,,False,4,0,manual,2,1,2,1,0,0,False,16,8.0,10,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p69,R3,bg20260726,False,True,1,,,,False,4,0,manual,2,0,2,0,0,0,False,14,7.0,10,True,27,37,-10,False,g8! h7!,1,False,2,1,4,0.25,0,0,0,30,Strugglers
p499,R1,oc20260727,True,False,1,51,some_college,few_times_week,True,2,13,manual,6,6,3,3,6,3,True,0,0.0,694,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,4,0.25,0,0,0,40,Strugglers
p499,R2,b220260706,False,True,1,51,some_college,few_times_week,True,2,0,manual,2,0,2,0,0,0,False,24,12.0,4,True,26,38,-12,False,g2! h2!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p499,R3,bg20260726,False,True,1,51,some_college,few_times_week,True,2,0,manual,2,1,2,1,0,0,False,16,8.0,19,True,26,38,-12,False,g7! b2,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p311,R1,oc20260727,True,False,dont_know,59,hs_graduate,few_times_week,False,1,12,manual,6,6,3,3,6,3,True,0,0.0,575,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,3,5,0.6,1,1,1,14,Solvers
p311,R2,b220260706,False,True,dont_know,59,hs_graduate,few_times_week,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,26,True,38,26,12,True,g7 h1 g2,1,True,2,3,5,0.6,1,1,1,14,Solvers
p311,R3,bg20260726,False,True,dont_know,59,hs_graduate,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,14,7.0,19,True,27,37,-10,False,g8! h7!,1,False,2,3,5,0.6,1,1,1,14,Solvers
p347,R1,oc20260727,True,False,1,44,bachelors,few_times_month,False,1,7,manual,6,6,3,3,6,3,True,0,0.0,156,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,0,4,0.0,0,0,0,38,Strugglers
p347,R2,b220260706,False,True,1,44,bachelors,few_times_month,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,5,True,26,38,-12,False,g2! h2!,1,False,2,0,4,0.0,0,0,0,38,Strugglers
p347,R3,bg20260726,False,True,1,44,bachelors,few_times_month,False,1,0,manual,2,0,2,0,0,0,False,14,7.0,7,True,27,37,-10,False,g8! h7!,1,False,2,0,4,0.0,0,0,0,38,Strugglers
p762,R1,oc20260727,True,False,1,20,hs_graduate,daily,False,1,5,manual,5,3,3,2,0,0,False,40,8.0,32,True,21,43,-22,False,b6! g2 b7 c8 a7!,1,False,2,1,3,0.333,0,1,1,30,Strugglers
p762,R2,b220260706,False,True,1,20,hs_graduate,daily,False,1,0,timeout,2,0,2,0,0,0,False,30,15.0,4,True,23,41,-18,False,g1! g2!,1,False,2,1,3,0.333,0,1,1,30,Strugglers
p762,R3,bg20260726,False,True,1,20,hs_graduate,daily,False,1,0,timeout,1,1,1,1,1,1,True,0,0.0,0,False,23,37,,,b2,1,False,2,1,3,0.333,0,1,1,30,Strugglers
p778,R1,oc20260727,True,False,1,47,hs_graduate,less_than_monthly,False,3,5,manual,4,1,3,0,0,0,False,42,10.5,34,True,20,44,-24,False,b6! b7! c8! a7,1,False,2,4,6,0.667,0,0,1,30,Solvers
