pid,round,puzzle,ai,transfer,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,won,moves,attempts,solved,transfer_rounds,transfer_score,transfer_decisions,transfer_rate,transfer_wins,transfer_solved,transfer_openers,transfer_disc_loss,transfer_label
p902,R3,bg20260726,False,True,1,50,some_college,several_times_day,False,2,0,manual,2,0,2,0,0,0,False,14,7.0,3,True,27,37,-10,False,g8! h7!,1,False,2,0,4,0.0,0,0,0,44,Strugglers
p903,R1,oc20260727,True,False,1,53,postgrad,several_times_day,False,1,6,manual,6,6,3,3,6,3,True,0,0.0,99,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,6,6,1.0,2,2,2,0,Solvers
p903,R2,b220260706,False,True,1,53,postgrad,several_times_day,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,11,True,38,26,12,True,g7 h1 g2,1,True,2,6,6,1.0,2,2,2,0,Solvers
p903,R3,bg20260726,False,True,1,53,postgrad,several_times_day,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,17,True,34,30,4,True,b2 g8 h7,1,True,2,6,6,1.0,2,2,2,0,Solvers
p904,R1,oc20260727,True,False,1,57,associate,weekly,False,1,5,manual,6,6,3,3,6,3,True,0,0.0,167,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,2,5,0.4,0,0,1,34,Strugglers
p904,R2,b220260706,False,True,1,57,associate,weekly,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,5,True,26,38,-12,False,g2! h2!,1,False,2,2,5,0.4,0,0,1,34,Strugglers
p904,R3,bg20260726,False,True,1,57,associate,weekly,False,1,0,manual,3,2,3,2,1,1,True,10,3.3,14,True,29,35,-6,False,b2 h7! g8,1,False,2,2,5,0.4,0,0,1,34,Strugglers
p905,R1,oc20260727,True,False,1,,,,True,1,1,,2,2,2,2,2,2,True,0,0.0,140,False,22,36,,,b7 c8,1,False,0,,,,,,,,
p906,R1,oc20260727,True,False,1,31,postgrad,less_than_monthly,False,1,5,manual,5,4,3,2,0,0,False,32,6.4,147,True,25,39,-14,False,b6! g2 b7 c8 a8,1,False,0,,,,,,,,
p908,R1,oc20260727,True,False,1,65,hs_graduate,daily,False,1,6,manual,5,4,3,2,0,0,False,32,6.4,93,True,25,39,-14,False,g2! b6 b7 c8 a8,1,False,2,0,4,0.0,0,0,0,52,Strugglers
p908,R2,b220260706,False,True,1,65,hs_graduate,daily,False,1,0,manual,2,0,2,0,0,0,False,30,15.0,10,True,23,41,-18,False,g1! g2!,1,False,2,0,4,0.0,0,0,0,52,Strugglers
p908,R3,bg20260726,False,True,1,65,hs_graduate,daily,False,1,0,manual,2,0,2,0,0,0,False,22,11.0,3,True,23,41,-18,False,g7! h7!,1,False,2,0,4,0.0,0,0,0,52,Strugglers
p909,R1,oc20260727,True,False,1,39,some_college,daily,False,1,6,manual,4,3,3,2,2,2,True,24,6.0,154,True,29,35,-6,False,b7 c8 g2! a7,1,False,2,2,5,0.4,0,0,2,34,Strugglers
p909,R2,b220260706,False,True,1,39,some_college,daily,False,1,0,manual,2,1,2,1,1,1,True,12,6.0,7,True,32,32,0,False,g7 g2!,1,False,2,2,5,0.4,0,0,2,34,Strugglers
p909,R3,bg20260726,False,True,1,39,some_college,daily,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,14,True,23,41,-18,False,b2 g7! h8!,1,False,2,2,5,0.4,0,0,2,34,Strugglers
p910,R1,oc20260727,True,False,1,27,bachelors,weekly,False,4,6,manual,5,4,3,3,5,3,True,16,3.2,131,True,33,31,2,True,b7 c8 a7 a3 g2!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p910,R2,b220260706,False,True,1,27,bachelors,weekly,False,4,0,manual,2,1,2,1,0,0,False,16,8.0,5,True,30,34,-4,False,g2! g7,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p910,R3,bg20260726,False,True,1,27,bachelors,weekly,False,4,0,manual,2,0,2,0,0,0,False,24,12.0,3,True,22,42,-20,False,g7! g8!,1,False,2,1,4,0.25,0,0,0,40,Strugglers
p911,R1,oc20260727,True,False,1,40,bachelors,daily,False,1,5,manual,3,2,3,2,2,2,True,38,12.7,120,True,22,42,-20,False,b7 c8 b6!,1,False,2,4,5,0.8,1,1,1,8,Solvers
p911,R2,b220260706,False,True,1,40,bachelors,daily,False,1,0,manual,3,3,3,3,3,3,True,0,0.0,19,True,38,26,12,True,g7 h1 g2,1,True,2,4,5,0.8,1,1,1,8,Solvers
p911,R3,bg20260726,False,True,1,40,bachelors,daily,False,1,0,manual,2,1,2,1,0,0,False,8,4.0,10,True,30,34,-4,False,g8! g7,1,False,2,4,5,0.8,1,1,1,8,Solvers
p912,R1,oc20260727,True,False,1,67,bachelors,several_times_day,False,1,6,manual,6,6,3,3,6,3,True,0,0.0,306,True,41,23,18,True,b7 c8 a7 a3 a1 h1,1,True,2,1,5,0.2,0,0,1,52,Strugglers
p912,R2,b220260706,False,True,1,67,bachelors,several_times_day,False,1,0,manual,2,0,2,0,0,0,False,30,15.0,3,True,23,41,-18,False,g1! g2!,1,False,2,1,5,0.2,0,0,1,52,Strugglers
p912,R3,bg20260726,False,True,1,67,bachelors,several_times_day,False,1,0,manual,3,1,3,1,1,1,True,22,7.3,7,True,23,41,-18,False,b2 g7! h8!,1,False,2,1,5,0.2,0,0,1,52,Strugglers
p913,R1,oc20260727,True,False,1,39,hs_graduate,weekly,False,3,5,manual,4,2,3,1,1,1,True,38,9.5,112,True,22,42,-20,False,b7 g2! b6! b8,1,False,0,,,,,,,,
p914,R1,oc20260727,True,False,1,19,hs_graduate,several_times_day,False,1,5,manual,3,1,3,1,0,0,False,44,14.7,14,True,19,45,-26,False,b6! b8! c8,1,False,0,,,,,,,,
p915,R1,oc20260727,True,False,dont_know,55,some_college,few_times_week,False,1,5,manual,5,3,3,2,3,3,True,26,5.2,88,True,28,36,-8,False,b7 a7! a1 g2! b6,1,False,2,0,4,0.0,0,0,0,54,Strugglers
p915,R2,b220260706,False,True,dont_know,55,some_college,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,30,15.0,3,True,23,41,-18,False,g1! g2!,1,False,2,0,4,0.0,0,0,0,54,Strugglers
p915,R3,bg20260726,False,True,dont_know,55,some_college,few_times_week,False,1,0,manual,2,0,2,0,0,0,False,24,12.0,2,True,22,42,-20,False,g7! g8!,1,False,2,0,4,0.0,0,0,0,54,Strugglers
p916,R1,oc20260727,True,False,3,36,some_college,daily,False,2,5,manual,3,2,3,2,2,2,True,38,12.7,15,True,22,42,-20,False,b7 c8 b6!,1,False,2,1,4,0.25,0,0,1,26,Strugglers
p916,R2,b220260706,False,True,3,36,some_college,daily,False,2,0,manual,2,1,2,1,1,1,True,12,6.0,3,True,32,32,0,False,g7 g2!,1,False,2,1,4,0.25,0,0,1,26,Strugglers
p916,R3,bg20260726,False,True,3,36,some_college,daily,False,2,0,manual,2,0,2,0,0,0,False,14,7.0,4,True,27,37,-10,False,g8! h7!,1,False,2,1,4,0.25,0,0,1,26,Strugglers
p917,R1,oc20260727,True,False,1,34,some_college,less_than_monthly,False,3,6,manual,5,4,3,3,3,3,True,22,4.4,164,True,30,34,-4,False,b7 c8 a7 a1! h1,1,False,0,,,,,,,,
p918,R1,oc20260727,True,False,2,45,postgrad,less_than_monthly,False,2,5,manual,3,2,3,2,2,2,True,38,12.7,90,True,22,42,-20,False,b7 c8 b6!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p918,R2,b220260706,False,True,2,45,postgrad,less_than_monthly,False,2,0,manual,3,2,3,2,2,2,True,14,4.7,9,True,31,33,-2,False,g7 h1 h2!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p918,R3,bg20260726,False,True,2,45,postgrad,less_than_monthly,False,2,0,manual,3,1,3,1,1,1,True,22,7.3,10,True,23,41,-18,False,b2 g7! h8!,1,False,2,3,6,0.5,0,0,2,36,Strugglers
p919,R1,oc20260727,True,False,3,22,bachelors,weekly,False,3,10,manual,5,4,3,2,0,0,False,32,6.4,83,True,25,39,-14,False,b6! g2 b7 c8 a8,1,False,2,3,5,0.6,0,0,1,28,Solvers
p919,R2,b220260706,False,True,3,22,bachelors,weekly,False,3,0,manual,2,1,2,1,0,0,False,14,7.0,7,True,31,33,-2,False,g1! g7,1,False,2,3,5,0.6,0,0,1,28,Solvers
p919,R3,bg20260726,False,True,3,22,bachelors,weekly,False,3,0,manual,3,2,3,2,1,1,True,14,4.7,12,True,27,37,-10,False,b2 g7! h7,1,False,2,3,5,0.6,0,0,1,28,Solvers
p921,R1,oc20260727,True,False,dont_know,32,associate,few_times_week,False,1,6,manual,4,3,3,3,3,3,True,36,9.0,158,True,23,41,-18,False,b7 c8 a7 g2!,1,False,2,0,4,0.0,0,0,0,44,Strugglers
