pid,round,puzzle,ai,skill_rating,age,education,genai_usage,gate_correct,gate_confidence,ai_turns,end_reason,decisions,score,decisions_first_n,score_first_n,kept_win_score,kept_win_first_n,opener_optimal,disc_loss_total,disc_loss_per_decision,seconds,completed,black_discs,white_discs,margin,moves,attempts,solved
p614,R1,oc20260727,True,2,,,,True,2,6,timeout,4,4,3,3,4,3,True,0,0.0,399,False,25,36,,b7 c8 a7 a3,1,False
p267,R1,oc20260727,True,1,51,hs_graduate,weekly,True,3,5,manual,4,2,3,1,1,1,True,38,9.5,113,True,22,42,-20,b7 g2! b6! b8,1,False
p267,R2,oc20260713,False,1,51,hs_graduate,weekly,True,3,0,manual,3,2,3,2,1,1,True,36,12.0,11,True,18,46,-28,g7 b6! g8,1,False
p273,R1,oc20260727,True,2,48,hs_graduate,less_than_monthly,False,3,5,timeout,2,0,2,0,0,0,False,54,27.0,5,True,14,50,-36,a7! c8!,1,False
p273,R2,oc20260713,False,2,48,hs_graduate,less_than_monthly,False,3,0,manual,3,1,3,1,0,0,False,40,13.3,5,True,16,48,-32,b6! g8! h8,1,False
p259,R1,oc20260727,True,1,53,postgrad,several_times_day,True,1,15,manual,6,6,3,3,6,3,True,0,0.0,364,True,41,23,18,b7 c8 a7 a3 a1 h1,1,True
p259,R2,oc20260713,False,1,53,postgrad,several_times_day,True,1,0,manual,5,3,3,2,1,1,True,16,3.2,76,True,28,36,-8,g7 g8! h7 b7 a8!,1,False
p853,R1,oc20260727,True,2,25,bachelors,several_times_day,False,2,2,timeout,3,1,3,1,1,1,True,42,14.0,57,True,20,44,-24,b7 b6! c8!,1,False
p853,R2,oc20260713,False,2,25,bachelors,several_times_day,False,2,0,manual,4,1,3,1,0,0,False,38,9.5,27,True,17,47,-30,a7! f8 h7! b8!,1,False
